,sentence,predict
14598,가까운 구청이나 동거주자기관에 가시면 바로 발행하기할 수 있는합니다,0.0
14290,"성O구 도서관 자료라면, 어느 곳에서나 반납이 가능성 있음한 부분입니까?",0.0
580, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 번호 알게 되셨죠?,1.0
12923,행사장에 입장하때면 따로 입장료는 없습니다,0.0
11209,저희 종로구에서 코로나19 확진자 방문함에 따른 휴업으로 어려움을 격는 업체의 지방세 보조을 해주고 있어요,0.0
7272, 네 사기 행위 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
1280, 사업등록증하고 주민등록증 다 찍으면 되요? 네? 같이 찍어도 되요? 올려놓고?,1.0
9816, 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 돈 드시니까 좋으세요?,1.0
7794, 아휴 그럼 어떻게 해요. 제가 금액 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 보이스속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
3694,자가잠금하신 뒤에 보관하시기면 됩니다.,0.0
1836, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠.,1.0
11079,네 현재 지급이 끝났고 지금은 2차 지원금 가입 신청기간입니다,0.0
1004, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠.,1.0
2036, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 계정 한번 부탁 드릴게요 농협이요?,1.0
7723,"신청수수료 10,000금액에 장치비용 별도 입니다.",0.0
11721,네 ~ 상속을 받는 사례에도 취득세를 내야 합니다.,0.0
7210, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠.,1.0
9549, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 계정 한번 부탁 드릴게요 농협이요?,1.0
16233,예 차도화 보도가 분리된 자전거 오직의 공간으로 조성되었습니다.,0.0
3554, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠?,1.0
14031,은행에서 사전상담 받은 대출할 수 있는한도 내에서 본인이 필요함한 금액을 요청하면 됩니다.,0.0
5069,그럼 신고자의 인적항목과 고발취지 및 이유를 기재한 문서와 고발대상과 금품 수수의 증거를 함께 제출해주세요,0.0
5809, 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 은행 계정 숫자만 여쭤보면 뭐합니까?,1.0
8638, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 입출금 계좌 제가 신고 해놨거든요?,1.0
1108, 아 예 예 그럼 간단하게 상품 설명부터 드릴게요. 현재 진행하시는 대출 상품은 신용 대출은 아니고 소득 담보 대출이라 그래서 연체를 하실 경우나 고의적인 상환 회피가 있으실 경우,1.0
14476,지방세를 부과 또는 징수에 이의가 있을 사례 감사원장을 통하여 심사청구 받는 제도되겠습니다.,0.0
8688, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 입출금 계좌 제가 신고 해놨거든요?,1.0
2534, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별연락처는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
1001, 고객님 본인명의세요? 예 예 수납 담당자님 계좌 번호는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
7745, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 계정 숫자만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
4269,그러실 경우의 수 이사시기 불일치 보증금 대출이라는 제도가 있는데요.,0.0
5404,각 지방청의 '장려금 전용 전화상담실'에 전화해 요청을 요청하면 상담사가 대신 신청서 제출해 줍니다.,0.0
9974,온라인 발행하기은 무료입니다. ,0.0
248, 예 절차가 있는 거니까 아 일단은 그래서 알겠습니다 네 알겠습니다.,1.0
3214, 소득에 따라 179단지화폐 단위~ 215그냥돈 정도 보조됩니다.,0.0
510, 네 알겠습니다 네네 네 여보세요 뭐 어디세요?,1.0
2309,"무료는 아니고요, 입교비의 60%내외를 보조하고 있습니다. ",0.0
2474, 아 뭐 통장 전화전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 은행 아이디 연락처만 여쭤보면 뭐합니까?,1.0
14778,아 네 사례합니다 이렇게 연락 주시각고.,0.0
10374, 느낌이 완전 보이스 보이스보이스피싱 이상한게 아니라 지금 자격 요건이 안 되시잖아요 금액을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
6310,네 혹시 서울시내톡 설치가 되어 있으신음악?,0.0
15419,"본회의는 시기의회의 의사를 최종 결정하는 곳으로, 시각의원이 모두 모여 시정의 중요문제를 논의하고, 위원회에서 심사한 안건을 최종적으로 결정하시기겠습니다~",0.0
3922, 사장님께서 혹시 안쓰시는 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화식별번호 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
12434,네 불편을 드려 죄송합니다. 민원 접수 하시각면 신속하게 처리 도와드리겠습니다. ,0.0
14078,서울특별시평생학습포털 오른쪽의 Quick Menu > 수강학습 > 진행가운데 강좌에서 인증 가능성 있음하십니다.,0.0
4495,국민재난안전포털에서 요청하때면 됩니다.,0.0
2006, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠?,1.0
10218, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 식별증도 접수도 안 해줬는데 그냥 아이디 연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
4715, 사장님께서 혹시 안쓰시는 은행 입출금 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
8015,네 아기 한 명당으로 신청서 제출하시기면 됩니다. ,0.0
8947,세대주가 서울 지역에 외국인 가입 또는 거소신고하기를 하셔야 합니다. ,0.0
298,네 서울 지역거주자이시간면서 단지 18세~34세 이하의 청년 대상이세요. ,0.0
4306, 아휴 그럼 어떻게 해요. 제가 자본 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기 범죄 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
1218, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 금액을 드려야 되는거에요? 심사를 보죠.,1.0
3397,거주지 동 행정복지센터 기관에 방문하기 다음에 등록 신청해주시기면 됩니다. ,0.0
11301,연매출 2억 이하 6개월 그 이상 업력의 소상공인을 대상으로 도움하는 정책입니다.,0.0
8093, 아 아. 왜냐면 솔직히 이게 보이스사기 행위 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
6227, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 전화하기 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금 바로 되고요? 그렇죠.,1.0
2344, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 계정 식별연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
16392,도보로 3개인 거리에 있어 함께 즐기기 좋으실 사항입니다.,0.0
15678,문의사항해주셔서 고마움합니다.,0.0
9612, 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요? 아휴 그럼 어떻게 해요. 제가 자금 입금하기 바로 쓸 수가 있는거지.,1.0
7421, 사용하시는 휴대 전화 식별연락처 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
4173, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 대화 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 자금 입금하기 바로 되고요? 그렇죠.,1.0
3803, 아휴 그럼 어떻게 해요. 제가 자금 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
7643, 그렇구나... 대리님 네 사기죄 행위치지 마시고요,1.0
7010, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 은행 계좌 한번 부탁 드릴게요 농협이요?,1.0
1339, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 로그인 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
2776, 아휴 그럼 어떻게 해요. 제가 화폐 돈 입금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 보이스사기 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
8602, 심사자료 정리를 바로 진행 진행 도와드리겠습니다. 실제 거주하시는 지역은 울산 남구 사용하시는 휴대 전화 전화숫자 통신사는 어떻게 되세요? SKT요,1.0
10693,가입대상은 그냥 65세 이상으로 서울시내시민입니다,0.0
2291,네 검토해드리겠습니다. ,0.0
2130,주제금액을 제외한 공간에서는 포장해온 음식을 드실수 있습니다,0.0
1013, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 자본은 만약에 하면 어떻게 받는거에요?,1.0
6226, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 돈은 만약에 하면 어떻게 받는거에요?,1.0
9908, 수납 담당자님 은행 사용자 계정 숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
4372,순산하때길 바랍니다.,0.0
8158, 아휴 그럼 어떻게 해요. 제가 화폐 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기 행위 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
15801,선 박의 재산세 지불 기한은 매년 7. 16. ~ 7. 31.까지 되겠습니다.,0.0
7432, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠?,1.0
7406, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠?,1.0
14317,다시 검사받으셔야하나 현재 서울 지역 내 보건소에서 보건증 검사업무는 모두 중단된 상황입니다.,0.0
1315, 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 은행 입출금 계좌 숫자만 여쭤보면 뭐합니까?,1.0
5709, 사용하시는 휴대 전화 식별연락처 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
7912,"1인당 월간 3권, 1해에 15권으로 제한하고 있습니다.",0.0
7392, 무슨소리하시는거죠? 지금 그 은행 사용자 계정 제가 신고 해놨거든요? 네 은행 사용자 계정에 돈을 다 빼가셨더라고요,1.0
12685,"네,각 시민중심,행정기관에 비치되어 있습니다.",0.0
11572,20명의 사람과 100명의 독자들이 온라인으로 사람책과 만남을 진행 할 사물입니다.,0.0
1141, 심사 올라가시는 금액은 3천만 원 다 올라가시구요. 금리는 5.5% 고정 금리에 상환 기간은 60개월 5년이고요. 상환하시는 금액은 57만 3035원입니다. 맞죠?,1.0
16253,운영시간 내에 무료로 입장 가능성 있음합니다.,0.0
573, 사용하시는 휴대 전화 식별식별번호 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
5901, 고객님 본인명의세요? 예 예 수납 담당자님 사용자 계정 숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
6751,매달 30오직원화 입니다. ,0.0
2982, 네 입출금 입출금 계좌에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
9554, 네 사기죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
4089, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 입출금 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
1777, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스속임수 같기도 하고,1.0
8490,서울특별시사랑상품권 구역내사회 소상공인매출 증대와 지역 사회경제 활성화를 위해 서울특별시 자치구별로 발행하는 모바일 상품권입니다. ,0.0
3183, 무슨소리하시는거죠? 지금 그 은행 사용자 계정 제가 신고 해놨거든요? 네 은행 사용자 ID에 화폐을 다 빼가셨더라고요,1.0
7885,"아닙니다, 도서관 자료 열람은 누구나 할 수 있음합니다.",0.0
6874,가맹점 찾기란에 들어가시간면 확인하기하실 수 있습니다.,0.0
8742,"네, 보고하때면됩니다.",0.0
2496, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 대화 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
7748,결혼함으로써 독립하는 사례 세대분리가 되어서요.,0.0
12646,따로 가입 신청해 주셔야 합니다,0.0
6692, 느낌이 완전 보이스 속임수 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 금액을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
1892, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
177, 네 은행 입출금 계좌에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
5281, 사용하시는 휴대 전화 식별연락처 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
7742, 네 은행 계정에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
8658,출력하시간면 장 수당 1200돈 입니다. ,0.0
11563,"예 서울가 매년 100개 초과의 해외 여행사를 초청, 자체 해외 판촉이 어려운 국내 중소 여행사와 연계해줌으로써 해외 판로 개척을 지원하기해 오는 대표적인 국제 박람회입니다.",0.0
7848,각 시설의 규정 및 허가조건을 반드시 숙지해주때고 예약해주세요.,0.0
4036, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스사기 행위 같기도 하고,1.0
8244,"네. 고객님. 가까운 읍, 면, 동사무소나 구, 시각, 군청에 내방하셔서 지급받으시면 됩니다. 해당 사항 관공서의 민원실에 찾아가시간거나 무인발급기를 이용함하셔서 지급받으시면 됩니다.",0.0
10253, 아 아. 왜냐면 솔직히 이게 보이스속임수 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
7164, 느낌이 완전 보이스 보이스사기 이상한게 아니라 지금 자격 요건이 안 되시잖아요 자본을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
1418,그건 해당됨 보건소측에 민원제기를 하때면 될물건 같습니다,0.0
12137,인터넷 민원 24로 발급받기하거나 열람하시각는 사례는 무료로 실행 가능합니다.,0.0
8455, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 은행 계정 식별전화번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
10003, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
7902,"네, 회원증이 발급받기되어야 예약 및 대출이 실행 가능합니다.",0.0
3888, 그렇구나... 대리님 네 사기 행위 행위치지 마시고요,1.0
3305,가까운 은행 가셔서 납입하시각면 돼요.,0.0
8354,1개인간격으로 불법주차 된 사진을 올려주시각면 됩니다.,0.0
4176, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 ID 한번 부탁 드릴게요 농협이요?,1.0
10141,보조금 보조하는 방식으로 인원에 따라 지급됩니다.,0.0
3245, 느낌이 완전 보이스 보이스피싱 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 자본을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
15708,건축물의 재산세 결제 기한은 매년 7. 16. ~ 7. 31.까지 되겠습니다.,0.0
1318, 스포츠 토토 사이트요 아 그러면 생각해보고 나중에 연락 드릴게요 네 알겠습니다 네네,1.0
9735, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 입출금 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화전화번호 알게 되셨죠?,1.0
10351, 네 입출금 입출금 계좌에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
555, 아니요 말씀하세요. 예 말씀 드리는 거 말씀 드리는데 집중을 안 하시는 거 같다고요 아 예,1.0
1831, 음 금액 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
1565, 아휴 그럼 어떻게 해요. 제가 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 피싱 공격 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
5095, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 입출금 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
2693,매월 1날짜부터 10날까지가 등록 신청기간입니다.,0.0
6401, 아 아. 왜냐면 솔직히 이게 보이스사기 범죄 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
10833,가까운 주민등록센터 기관에서 가입 신청하실 수 있습니다,0.0
1073, 수납 담당자님 은행 입출금 계좌 전화전화번호는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
7480, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 계정 식별전화번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
899,"네, 서울 청년수당 후원 기록이 없다면 요청 가능성 있음합니다. ",0.0
10013, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
5046,"예. 자동차세 연세액을 일시에 신고, 결제하면 연세액의 10%를 공제한 금액으로 결제하는 제도를 말합니다.",0.0
5408,홑벌이 가구는 3천만화폐 단위 미만이어야 합니다. ,0.0
9204, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
6024, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 사용자 ID 한번 부탁 드릴게요 농협이요? 네 예.,1.0
6819, 아휴 그럼 어떻게 해요. 제가 자금 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
2573,"아니요, 역사박물관 전시회는 12한 달 말날짜까지 입니다.",0.0
8962, 사장님께서 혹시 안쓰시는 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
1291, 사장님께서 혹시 안쓰시는 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
6306, 아 아. 왜냐면 솔직히 이게 보이스보이스속임수 같기도 하고 20만원 큰 금액도 아니겠지만 느낌이 이상하네요,1.0
3225, 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 자본 드시니까 좋으세요? 네 무슨말씀이시죠? 아..제가 보니까 제게 상환이 다 안되있더라구요,1.0
7647,귀농교육 수료증이나 농업농촌분야 각종자격증 외이 있습니다.,0.0
5827,인터넷으로 요청 실행 가능하십니다,0.0
4844, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고,1.0
5504, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 입출금 입출금 계좌 제가 신고 해놨거든요?,1.0
6410,검토해보겠습니다. 미술관 나들이 행사가 있네요,0.0
10740,네 상담을 종료하겠습니다.고맙습니다합니다.,0.0
13904,구청에서 하때면 되때겠습니다~,0.0
13961,"재지급 신청서 제출하시각면 되겠습니다,",0.0
16029,2018한 해 6개월 성O구 장위1동에 처음 생겼습니다.,0.0
8031, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스보이스피싱 같기도 하고,1.0
12851,일반적으로 1~2시간 지난 뒤에에 확인하기이 할 수 있는합니다.,0.0
1669, 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 아이디 식별숫자만 여쭤보면 뭐합니까?,1.0
7892, 사장님께서 혹시 안쓰시는 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
6600, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
5290, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 입출금 은행 계좌 제가 신고 해놨거든요?,1.0
5062,공인인증서나 브라우저 인증서로 로그인 하시기거나 디지털원화패스 아이디로 로그인하실 수 있습니다.,0.0
15519,직접 주민등록기관 방문하기해서 하는 방법과 정부24를 통해 인터넷으로 세대분리 실행 가능하십니다.,0.0
1620, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
7864, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 사용자 계정 연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
16673,인터넷으로 회원가입을 먼저 하때면 됩니다.,0.0
417,정확한 위치 알려주때면 저희 직원이 나가서 담당 병원으로 인계할물건에요.,0.0
9600,여의 나루역 인근 한강공원이 가장 보때기 좋은 장소 입니다.,0.0
1326,우리동네키움중심 예약 메뉴에서 키움조직 검색 및 예약등록 신청을 하실 수 있습니다. ,0.0
5380,주말엔 9시각부터 17때까지 운영하고 있습니다,0.0
16529,20.10.13-코로나 진정때 까지 입니다.,0.0
10814,검진결과는 2주일 내 우편통보하고 인터넷에서 검사결과를 조회실행 가능합니다,0.0
1157, 고객님 김종현 대리입니다 아네 대리님 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요,1.0
7743, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠?,1.0
4110, 수납 담당자님 은행 입출금 계좌 전화숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
5213,시행규칙 개정안이 11월간13사건 입법예고되었습니다.,0.0
829, 위임 처리로 진행을 도와드릴까요? 예 위임 처리 비용 발생되시는 금액 같은 경우에는 실제 청구되시는 수수료는 아니시기 때문에 정상 승인이나 부결 결과 받아 보시면 100% 환급처리 해드립니다.,1.0
2048, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
5593, 사장님께서 혹시 안쓰시는 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
8215, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별연락처는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
15662,2한 해에서 3연간동안 지속적으로 저축해야 되겠습니다.,0.0
4894, 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 자본 드시니까 좋으세요?,1.0
8529, 수납 담당자님 사용자 계정 전화연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
8452, 아 그래요? 네네네 고객님께서 이제 중개업체쪽에서 필요 자본 부분 신청하신 건 때문에 연락을 드린거구요 지금 현재 이용중이신 고금리건 채무 러시앤캐시 산와머니 이런 고금리건 채무 이용하시는 부분들 10%이하대 전환대안대출로 좀 연락을 드렸습니다 아 그래요?,1.0
4978,예 더 궁금한 점 없으시면 상담 종료하겠습니다. 다산콜센터 기관 상담원 OOO 이었습니다.,0.0
3912, 네 사용자 ID에 자본을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
1158,갱신계약날짜로부터 3개월 이내이면 실행 가능합니다. ,0.0
